Mean,SD,par,file,trait,type,treatment
4e-6,5e-6,SigmaSq,microbe_from_Mike/HN/asv_000487.parRes,asv_000487,microbe_from_Mike,HN
0.360022,0.805175,S,microbe_from_Mike/HN/asv_000487.parRes,asv_000487,microbe_from_Mike,HN
0.003535,4.88e-4,ResVar,microbe_from_Mike/HN/asv_000487.parRes,asv_000487,microbe_from_Mike,HN
2.27e-4,3.44e-4,GenVar,microbe_from_Mike/HN/asv_000487.parRes,asv_000487,microbe_from_Mike,HN
0.060263,0.090441,hsq,microbe_from_Mike/HN/asv_000487.parRes,asv_000487,microbe_from_Mike,HN
6.14e-4,5.92e-4,Pi,microbe_from_Mike/HN/asv_000498.parRes,asv_000498,microbe_from_Mike,HN
511.692596,494.177917,NnzSnp,microbe_from_Mike/HN/asv_000498.parRes,asv_000498,microbe_from_Mike,HN
1.2e-5,2.3e-5,SigmaSq,microbe_from_Mike/HN/asv_000498.parRes,asv_000498,microbe_from_Mike,HN
0.142398,0.906024,S,microbe_from_Mike/HN/asv_000498.parRes,asv_000498,microbe_from_Mike,HN
0.026955,0.004001,ResVar,microbe_from_Mike/HN/asv_000498.parRes,asv_000498,microbe_from_Mike,HN
0.001697,0.002997,GenVar,microbe_from_Mike/HN/asv_000498.parRes,asv_000498,microbe_from_Mike,HN
0.059128,0.103455,hsq,microbe_from_Mike/HN/asv_000498.parRes,asv_000498,microbe_from_Mike,HN
6.28e-4,6.97e-4,Pi,microbe_from_Mike/HN/asv_000511.parRes,asv_000511,microbe_from_Mike,HN
523.563171,581.165588,NnzSnp,microbe_from_Mike/HN/asv_000511.parRes,asv_000511,microbe_from_Mike,HN
1.6e-5,2.2e-5,SigmaSq,microbe_from_Mike/HN/asv_000511.parRes,asv_000511,microbe_from_Mike,HN
0.349214,0.784118,S,microbe_from_Mike/HN/asv_000511.parRes,asv_000511,microbe_from_Mike,HN
0.009844,0.001503,ResVar,microbe_from_Mike/HN/asv_000511.parRes,asv_000511,microbe_from_Mike,HN
8.51e-4,0.001153,GenVar,microbe_from_Mike/HN/asv_000511.parRes,asv_000511,microbe_from_Mike,HN
0.079544,0.106613,hsq,microbe_from_Mike/HN/asv_000511.parRes,asv_000511,microbe_from_Mike,HN
9.26e-4,8.66e-4,Pi,microbe_from_Mike/HN/asv_000529.parRes,asv_000529,microbe_from_Mike,HN
772.211792,722.569824,NnzSnp,microbe_from_Mike/HN/asv_000529.parRes,asv_000529,microbe_from_Mike,HN
1.27e-4,3.32e-4,SigmaSq,microbe_from_Mike/HN/asv_000529.parRes,asv_000529,microbe_from_Mike,HN
0.040977,0.773337,S,microbe_from_Mike/HN/asv_000529.parRes,asv_000529,microbe_from_Mike,HN
0.079357,0.021018,ResVar,microbe_from_Mike/HN/asv_000529.parRes,asv_000529,microbe_from_Mike,HN
0.015821000000000002,0.019391,GenVar,microbe_from_Mike/HN/asv_000529.parRes,asv_000529,microbe_from_Mike,HN
0.16654,0.202412,hsq,microbe_from_Mike/HN/asv_000529.parRes,asv_000529,microbe_from_Mike,HN
0.001135,8.38e-4,Pi,microbe_from_Mike/HN/asv_000544.parRes,asv_000544,microbe_from_Mike,HN
947.040405,699.057129,NnzSnp,microbe_from_Mike/HN/asv_000544.parRes,asv_000544,microbe_from_Mike,HN
3.2e-5,4.7e-5,SigmaSq,microbe_from_Mike/HN/asv_000544.parRes,asv_000544,microbe_from_Mike,HN
0.317034,0.634168,S,microbe_from_Mike/HN/asv_000544.parRes,asv_000544,microbe_from_Mike,HN
0.009043,0.002269,ResVar,microbe_from_Mike/HN/asv_000544.parRes,asv_000544,microbe_from_Mike,HN
0.002451,0.002123,GenVar,microbe_from_Mike/HN/asv_000544.parRes,asv_000544,microbe_from_Mike,HN
0.212874,0.181266,hsq,microbe_from_Mike/HN/asv_000544.parRes,asv_000544,microbe_from_Mike,HN
9.74e-4,8.94e-4,Pi,microbe_from_Mike/HN/asv_000549.parRes,asv_000549,microbe_from_Mike,HN
812.718079,746.21051,NnzSnp,microbe_from_Mike/HN/asv_000549.parRes,asv_000549,microbe_from_Mike,HN
1.3e-5,2e-5,SigmaSq,microbe_from_Mike/HN/asv_000549.parRes,asv_000549,microbe_from_Mike,HN
-0.176777,0.760081,S,microbe_from_Mike/HN/asv_000549.parRes,asv_000549,microbe_from_Mike,HN
0.004806,0.001869,ResVar,microbe_from_Mike/HN/asv_000549.parRes,asv_000549,microbe_from_Mike,HN
0.002233,0.001825,GenVar,microbe_from_Mike/HN/asv_000549.parRes,asv_000549,microbe_from_Mike,HN
0.316887,0.256005,hsq,microbe_from_Mike/HN/asv_000549.parRes,asv_000549,microbe_from_Mike,HN
5.61e-4,5.53e-4,Pi,microbe_from_Mike/HN/asv_000551.parRes,asv_000551,microbe_from_Mike,HN
467.169189,461.325897,NnzSnp,microbe_from_Mike/HN/asv_000551.parRes,asv_000551,microbe_from_Mike,HN
2e-6,3e-6,SigmaSq,microbe_from_Mike/HN/asv_000551.parRes,asv_000551,microbe_from_Mike,HN
0.366089,0.895287,S,microbe_from_Mike/HN/asv_000551.parRes,asv_000551,microbe_from_Mike,HN
0.00394,4.89e-4,ResVar,microbe_from_Mike/HN/asv_000551.parRes,asv_000551,microbe_from_Mike,HN
1.7e-4,2.94e-4,GenVar,microbe_from_Mike/HN/asv_000551.parRes,asv_000551,microbe_from_Mike,HN
0.041277,0.070679,hsq,microbe_from_Mike/HN/asv_000551.parRes,asv_000551,microbe_from_Mike,HN
0.001036,8.6e-4,Pi,microbe_from_Mike/HN/asv_000552.parRes,asv_000552,microbe_from_Mike,HN
864.132202,716.875671,NnzSnp,microbe_from_Mike/HN/asv_000552.parRes,asv_000552,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_000552.parRes,asv_000552,microbe_from_Mike,HN
-0.053805,0.744165,S,microbe_from_Mike/HN/asv_000552.parRes,asv_000552,microbe_from_Mike,HN
9.4e-5,2.5e-5,ResVar,microbe_from_Mike/HN/asv_000552.parRes,asv_000552,microbe_from_Mike,HN
2.4e-5,2.3e-5,GenVar,microbe_from_Mike/HN/asv_000552.parRes,asv_000552,microbe_from_Mike,HN
0.202196,0.193312,hsq,microbe_from_Mike/HN/asv_000552.parRes,asv_000552,microbe_from_Mike,HN
0.001391,8.98e-4,Pi,microbe_from_Mike/HN/asv_000559.parRes,asv_000559,microbe_from_Mike,HN
1160.685059,749.185242,NnzSnp,microbe_from_Mike/HN/asv_000559.parRes,asv_000559,microbe_from_Mike,HN
5.4e-5,6.3e-5,SigmaSq,microbe_from_Mike/HN/asv_000559.parRes,asv_000559,microbe_from_Mike,HN
-0.276713,0.537956,S,microbe_from_Mike/HN/asv_000559.parRes,asv_000559,microbe_from_Mike,HN
0.006514,0.004011,ResVar,microbe_from_Mike/HN/asv_000559.parRes,asv_000559,microbe_from_Mike,HN
0.011337,0.004109,GenVar,microbe_from_Mike/HN/asv_000559.parRes,asv_000559,microbe_from_Mike,HN
0.634114,0.223433,hsq,microbe_from_Mike/HN/asv_000559.parRes,asv_000559,microbe_from_Mike,HN
0.00167,9.93e-4,Pi,microbe_from_Mike/HN/asv_000570.parRes,asv_000570,microbe_from_Mike,HN
1393.204224,827.888367,NnzSnp,microbe_from_Mike/HN/asv_000570.parRes,asv_000570,microbe_from_Mike,HN
8e-6,1e-5,SigmaSq,microbe_from_Mike/HN/asv_000570.parRes,asv_000570,microbe_from_Mike,HN
0.318923,0.597698,S,microbe_from_Mike/HN/asv_000570.parRes,asv_000570,microbe_from_Mike,HN
6.98e-4,2.61e-4,ResVar,microbe_from_Mike/HN/asv_000570.parRes,asv_000570,microbe_from_Mike,HN
6.89e-4,2.72e-4,GenVar,microbe_from_Mike/HN/asv_000570.parRes,asv_000570,microbe_from_Mike,HN
0.494839,0.187382,hsq,microbe_from_Mike/HN/asv_000570.parRes,asv_000570,microbe_from_Mike,HN
9.04e-4,8.3e-4,Pi,microbe_from_Mike/HN/asv_000575.parRes,asv_000575,microbe_from_Mike,HN
753.366577,691.83075,NnzSnp,microbe_from_Mike/HN/asv_000575.parRes,asv_000575,microbe_from_Mike,HN
2e-6,4e-6,SigmaSq,microbe_from_Mike/HN/asv_000575.parRes,asv_000575,microbe_from_Mike,HN
0.12303,0.800164,S,microbe_from_Mike/HN/asv_000575.parRes,asv_000575,microbe_from_Mike,HN
0.001498,3.44e-4,ResVar,microbe_from_Mike/HN/asv_000575.parRes,asv_000575,microbe_from_Mike,HN
2.78e-4,3.15e-4,GenVar,microbe_from_Mike/HN/asv_000575.parRes,asv_000575,microbe_from_Mike,HN
0.156452,0.174672,hsq,microbe_from_Mike/HN/asv_000575.parRes,asv_000575,microbe_from_Mike,HN
8.44e-4,7.29e-4,Pi,microbe_from_Mike/HN/asv_000596.parRes,asv_000596,microbe_from_Mike,HN
703.834412,608.577454,NnzSnp,microbe_from_Mike/HN/asv_000596.parRes,asv_000596,microbe_from_Mike,HN
7e-6,1.1e-5,SigmaSq,microbe_from_Mike/HN/asv_000596.parRes,asv_000596,microbe_from_Mike,HN
0.366533,0.74159,S,microbe_from_Mike/HN/asv_000596.parRes,asv_000596,microbe_from_Mike,HN
0.003549,6.09e-4,ResVar,microbe_from_Mike/HN/asv_000596.parRes,asv_000596,microbe_from_Mike,HN
4.59e-4,4.98e-4,GenVar,microbe_from_Mike/HN/asv_000596.parRes,asv_000596,microbe_from_Mike,HN
0.114527,0.122814,hsq,microbe_from_Mike/HN/asv_000596.parRes,asv_000596,microbe_from_Mike,HN
9.22e-4,8.41e-4,Pi,microbe_from_Mike/HN/asv_000641.parRes,asv_000641,microbe_from_Mike,HN
768.363281,701.201721,NnzSnp,microbe_from_Mike/HN/asv_000641.parRes,asv_000641,microbe_from_Mike,HN
6e-6,1.2e-5,SigmaSq,microbe_from_Mike/HN/asv_000641.parRes,asv_000641,microbe_from_Mike,HN
0.086033,0.823532,S,microbe_from_Mike/HN/asv_000641.parRes,asv_000641,microbe_from_Mike,HN
0.004046,0.001046,ResVar,microbe_from_Mike/HN/asv_000641.parRes,asv_000641,microbe_from_Mike,HN
8.62e-4,9.72e-4,GenVar,microbe_from_Mike/HN/asv_000641.parRes,asv_000641,microbe_from_Mike,HN
0.175525,0.196102,hsq,microbe_from_Mike/HN/asv_000641.parRes,asv_000641,microbe_from_Mike,HN
5.41e-4,5.61e-4,Pi,microbe_from_Mike/HN/asv_000669.parRes,asv_000669,microbe_from_Mike,HN
450.673401,468.381561,NnzSnp,microbe_from_Mike/HN/asv_000669.parRes,asv_000669,microbe_from_Mike,HN
3e-6,3e-6,SigmaSq,microbe_from_Mike/HN/asv_000669.parRes,asv_000669,microbe_from_Mike,HN
0.33144,0.76661,S,microbe_from_Mike/HN/asv_000669.parRes,asv_000669,microbe_from_Mike,HN
0.003307,3.93e-4,ResVar,microbe_from_Mike/HN/asv_000669.parRes,asv_000669,microbe_from_Mike,HN
1.37e-4,2.13e-4,GenVar,microbe_from_Mike/HN/asv_000669.parRes,asv_000669,microbe_from_Mike,HN
0.039921,0.061441,hsq,microbe_from_Mike/HN/asv_000669.parRes,asv_000669,microbe_from_Mike,HN
6.99e-4,6.61e-4,Pi,microbe_from_Mike/HN/asv_000672.parRes,asv_000672,microbe_from_Mike,HN
582.576599,551.167419,NnzSnp,microbe_from_Mike/HN/asv_000672.parRes,asv_000672,microbe_from_Mike,HN
4e-5,5.1e-5,SigmaSq,microbe_from_Mike/HN/asv_000672.parRes,asv_000672,microbe_from_Mike,HN
0.275327,0.718066,S,microbe_from_Mike/HN/asv_000672.parRes,asv_000672,microbe_from_Mike,HN
0.019584,0.003642,ResVar,microbe_from_Mike/HN/asv_000672.parRes,asv_000672,microbe_from_Mike,HN
0.002575,0.003091,GenVar,microbe_from_Mike/HN/asv_000672.parRes,asv_000672,microbe_from_Mike,HN
0.116193,0.13794,hsq,microbe_from_Mike/HN/asv_000672.parRes,asv_000672,microbe_from_Mike,HN
5.25e-4,5.29e-4,Pi,microbe_from_Mike/HN/asv_000674.parRes,asv_000674,microbe_from_Mike,HN
437.722107,441.671936,NnzSnp,microbe_from_Mike/HN/asv_000674.parRes,asv_000674,microbe_from_Mike,HN
3e-6,8e-6,SigmaSq,microbe_from_Mike/HN/asv_000674.parRes,asv_000674,microbe_from_Mike,HN
0.459841,0.784686,S,microbe_from_Mike/HN/asv_000674.parRes,asv_000674,microbe_from_Mike,HN
0.002425,2.78e-4,ResVar,microbe_from_Mike/HN/asv_000674.parRes,asv_000674,microbe_from_Mike,HN
1.01e-4,1.41e-4,GenVar,microbe_from_Mike/HN/asv_000674.parRes,asv_000674,microbe_from_Mike,HN
0.039983,0.055028,hsq,microbe_from_Mike/HN/asv_000674.parRes,asv_000674,microbe_from_Mike,HN
8.62e-4,7.86e-4,Pi,microbe_from_Mike/HN/asv_000719.parRes,asv_000719,microbe_from_Mike,HN
718.469482,655.807007,NnzSnp,microbe_from_Mike/HN/asv_000719.parRes,asv_000719,microbe_from_Mike,HN
0,1e-6,SigmaSq,microbe_from_Mike/HN/asv_000719.parRes,asv_000719,microbe_from_Mike,HN
-0.084173,0.80551,S,microbe_from_Mike/HN/asv_000719.parRes,asv_000719,microbe_from_Mike,HN
2.21e-4,6.5e-5,ResVar,microbe_from_Mike/HN/asv_000719.parRes,asv_000719,microbe_from_Mike,HN
6.6e-5,6.2e-5,GenVar,microbe_from_Mike/HN/asv_000719.parRes,asv_000719,microbe_from_Mike,HN
0.228305,0.213825,hsq,microbe_from_Mike/HN/asv_000719.parRes,asv_000719,microbe_from_Mike,HN
6.59e-4,6.44e-4,Pi,microbe_from_Mike/HN/asv_000791.parRes,asv_000791,microbe_from_Mike,HN
549.32373,537.241455,NnzSnp,microbe_from_Mike/HN/asv_000791.parRes,asv_000791,microbe_from_Mike,HN
3e-6,4e-6,SigmaSq,microbe_from_Mike/HN/asv_000791.parRes,asv_000791,microbe_from_Mike,HN
0.337619,0.796645,S,microbe_from_Mike/HN/asv_000791.parRes,asv_000791,microbe_from_Mike,HN
0.00116,2.12e-4,ResVar,microbe_from_Mike/HN/asv_000791.parRes,asv_000791,microbe_from_Mike,HN
1.54e-4,1.8e-4,GenVar,microbe_from_Mike/HN/asv_000791.parRes,asv_000791,microbe_from_Mike,HN
0.117049,0.135127,hsq,microbe_from_Mike/HN/asv_000791.parRes,asv_000791,microbe_from_Mike,HN
0.001037,8.36e-4,Pi,microbe_from_Mike/HN/asv_000860.parRes,asv_000860,microbe_from_Mike,HN
864.976074,697.994507,NnzSnp,microbe_from_Mike/HN/asv_000860.parRes,asv_000860,microbe_from_Mike,HN
2e-6,3e-6,SigmaSq,microbe_from_Mike/HN/asv_000860.parRes,asv_000860,microbe_from_Mike,HN
-0.281818,0.6966,S,microbe_from_Mike/HN/asv_000860.parRes,asv_000860,microbe_from_Mike,HN
8.97e-4,3.47e-4,ResVar,microbe_from_Mike/HN/asv_000860.parRes,asv_000860,microbe_from_Mike,HN
4.09e-4,3.39e-4,GenVar,microbe_from_Mike/HN/asv_000860.parRes,asv_000860,microbe_from_Mike,HN
0.312802,0.256198,hsq,microbe_from_Mike/HN/asv_000860.parRes,asv_000860,microbe_from_Mike,HN
0.00109,8.18e-4,Pi,microbe_from_Mike/HN/asv_000862.parRes,asv_000862,microbe_from_Mike,HN
909.125305,681.973633,NnzSnp,microbe_from_Mike/HN/asv_000862.parRes,asv_000862,microbe_from_Mike,HN
6e-5,8.1e-5,SigmaSq,microbe_from_Mike/HN/asv_000862.parRes,asv_000862,microbe_from_Mike,HN
0.212657,0.651691,S,microbe_from_Mike/HN/asv_000862.parRes,asv_000862,microbe_from_Mike,HN
0.011788,0.00397,ResVar,microbe_from_Mike/HN/asv_000862.parRes,asv_000862,microbe_from_Mike,HN
0.005132,0.003864,GenVar,microbe_from_Mike/HN/asv_000862.parRes,asv_000862,microbe_from_Mike,HN
0.302765,0.224281,hsq,microbe_from_Mike/HN/asv_000862.parRes,asv_000862,microbe_from_Mike,HN
7.63e-4,6.6e-4,Pi,microbe_from_Mike/HN/asv_000896.parRes,asv_000896,microbe_from_Mike,HN
635.700684,550.442627,NnzSnp,microbe_from_Mike/HN/asv_000896.parRes,asv_000896,microbe_from_Mike,HN
3e-6,4e-6,SigmaSq,microbe_from_Mike/HN/asv_000896.parRes,asv_000896,microbe_from_Mike,HN
0.109418,0.730267,S,microbe_from_Mike/HN/asv_000896.parRes,asv_000896,microbe_from_Mike,HN
0.001641,3.58e-4,ResVar,microbe_from_Mike/HN/asv_000896.parRes,asv_000896,microbe_from_Mike,HN
2.95e-4,3.24e-4,GenVar,microbe_from_Mike/HN/asv_000896.parRes,asv_000896,microbe_from_Mike,HN
0.151908,0.165232,hsq,microbe_from_Mike/HN/asv_000896.parRes,asv_000896,microbe_from_Mike,HN
6.95e-4,6.79e-4,Pi,microbe_from_Mike/HN/asv_000906.parRes,asv_000906,microbe_from_Mike,HN
579.419861,566.439758,NnzSnp,microbe_from_Mike/HN/asv_000906.parRes,asv_000906,microbe_from_Mike,HN
8e-6,1.4e-5,SigmaSq,microbe_from_Mike/HN/asv_000906.parRes,asv_000906,microbe_from_Mike,HN
0.23324,0.772812,S,microbe_from_Mike/HN/asv_000906.parRes,asv_000906,microbe_from_Mike,HN
0.006037,9.82e-4,ResVar,microbe_from_Mike/HN/asv_000906.parRes,asv_000906,microbe_from_Mike,HN
6.31e-4,7.82e-4,GenVar,microbe_from_Mike/HN/asv_000906.parRes,asv_000906,microbe_from_Mike,HN
0.09464,0.116012,hsq,microbe_from_Mike/HN/asv_000906.parRes,asv_000906,microbe_from_Mike,HN
0.001131,8.05e-4,Pi,microbe_from_Mike/HN/asv_000920.parRes,asv_000920,microbe_from_Mike,HN
943.673279,670.983704,NnzSnp,microbe_from_Mike/HN/asv_000920.parRes,asv_000920,microbe_from_Mike,HN
1.3e-5,1.7e-5,SigmaSq,microbe_from_Mike/HN/asv_000920.parRes,asv_000920,microbe_from_Mike,HN
0.161238,0.615588,S,microbe_from_Mike/HN/asv_000920.parRes,asv_000920,microbe_from_Mike,HN
0.001908,7.64e-4,ResVar,microbe_from_Mike/HN/asv_000920.parRes,asv_000920,microbe_from_Mike,HN
0.001177,7.56e-4,GenVar,microbe_from_Mike/HN/asv_000920.parRes,asv_000920,microbe_from_Mike,HN
0.380732,0.240529,hsq,microbe_from_Mike/HN/asv_000920.parRes,asv_000920,microbe_from_Mike,HN
6.1e-4,6.18e-4,Pi,microbe_from_Mike/HN/asv_000986.parRes,asv_000986,microbe_from_Mike,HN
508.759338,514.959656,NnzSnp,microbe_from_Mike/HN/asv_000986.parRes,asv_000986,microbe_from_Mike,HN
3e-6,5e-6,SigmaSq,microbe_from_Mike/HN/asv_000986.parRes,asv_000986,microbe_from_Mike,HN
0.16312,0.874328,S,microbe_from_Mike/HN/asv_000986.parRes,asv_000986,microbe_from_Mike,HN
0.007208,9.52e-4,ResVar,microbe_from_Mike/HN/asv_000986.parRes,asv_000986,microbe_from_Mike,HN
3.45e-4,6.24e-4,GenVar,microbe_from_Mike/HN/asv_000986.parRes,asv_000986,microbe_from_Mike,HN
0.045705,0.082064,hsq,microbe_from_Mike/HN/asv_000986.parRes,asv_000986,microbe_from_Mike,HN
6.19e-4,6.12e-4,Pi,microbe_from_Mike/HN/asv_001001.parRes,asv_001001,microbe_from_Mike,HN
515.494507,510.631714,NnzSnp,microbe_from_Mike/HN/asv_001001.parRes,asv_001001,microbe_from_Mike,HN
7e-6,1.1e-5,SigmaSq,microbe_from_Mike/HN/asv_001001.parRes,asv_001001,microbe_from_Mike,HN
0.217759,0.832479,S,microbe_from_Mike/HN/asv_001001.parRes,asv_001001,microbe_from_Mike,HN
0.010442,0.001415,ResVar,microbe_from_Mike/HN/asv_001001.parRes,asv_001001,microbe_from_Mike,HN
6.21e-4,9.53e-4,GenVar,microbe_from_Mike/HN/asv_001001.parRes,asv_001001,microbe_from_Mike,HN
0.056133,0.085365,hsq,microbe_from_Mike/HN/asv_001001.parRes,asv_001001,microbe_from_Mike,HN
6.58e-4,6.6e-4,Pi,microbe_from_Mike/HN/asv_001011.parRes,asv_001011,microbe_from_Mike,HN
548.464722,550.219849,NnzSnp,microbe_from_Mike/HN/asv_001011.parRes,asv_001011,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_001011.parRes,asv_001011,microbe_from_Mike,HN
0.29529300000000003,0.887667,S,microbe_from_Mike/HN/asv_001011.parRes,asv_001011,microbe_from_Mike,HN
9e-6,1e-6,ResVar,microbe_from_Mike/HN/asv_001011.parRes,asv_001011,microbe_from_Mike,HN
0,1e-6,GenVar,microbe_from_Mike/HN/asv_001011.parRes,asv_001011,microbe_from_Mike,HN
0.035971,0.063827,hsq,microbe_from_Mike/HN/asv_001011.parRes,asv_001011,microbe_from_Mike,HN
4.72e-4,5.8e-4,Pi,microbe_from_Mike/HN/asv_001052.parRes,asv_001052,microbe_from_Mike,HN
393.057007,483.889587,NnzSnp,microbe_from_Mike/HN/asv_001052.parRes,asv_001052,microbe_from_Mike,HN
3e-6,5e-6,SigmaSq,microbe_from_Mike/HN/asv_001052.parRes,asv_001052,microbe_from_Mike,HN
-0.259963,0.955327,S,microbe_from_Mike/HN/asv_001052.parRes,asv_001052,microbe_from_Mike,HN
0.001258,4.01e-4,ResVar,microbe_from_Mike/HN/asv_001052.parRes,asv_001052,microbe_from_Mike,HN
4.05e-4,3.83e-4,GenVar,microbe_from_Mike/HN/asv_001052.parRes,asv_001052,microbe_from_Mike,HN
0.243538,0.22809,hsq,microbe_from_Mike/HN/asv_001052.parRes,asv_001052,microbe_from_Mike,HN
7.31e-4,6.83e-4,Pi,microbe_from_Mike/HN/asv_001057.parRes,asv_001057,microbe_from_Mike,HN
609.37731900000006,569.512207,NnzSnp,microbe_from_Mike/HN/asv_001057.parRes,asv_001057,microbe_from_Mike,HN
5e-6,7e-6,SigmaSq,microbe_from_Mike/HN/asv_001057.parRes,asv_001057,microbe_from_Mike,HN
0.284844,0.753813,S,microbe_from_Mike/HN/asv_001057.parRes,asv_001057,microbe_from_Mike,HN
0.006484,8.86e-4,ResVar,microbe_from_Mike/HN/asv_001057.parRes,asv_001057,microbe_from_Mike,HN
4.46e-4,6.08e-4,GenVar,microbe_from_Mike/HN/asv_001057.parRes,asv_001057,microbe_from_Mike,HN
0.064475,0.08675,hsq,microbe_from_Mike/HN/asv_001057.parRes,asv_001057,microbe_from_Mike,HN
5.11e-4,5.45e-4,Pi,microbe_from_Mike/HN/asv_001140.parRes,asv_001140,microbe_from_Mike,HN
425.310211,455.120514,NnzSnp,microbe_from_Mike/HN/asv_001140.parRes,asv_001140,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_001140.parRes,asv_001140,microbe_from_Mike,HN
0.331342,0.833083,S,microbe_from_Mike/HN/asv_001140.parRes,asv_001140,microbe_from_Mike,HN
3e-6,0,ResVar,microbe_from_Mike/HN/asv_001140.parRes,asv_001140,microbe_from_Mike,HN
0,0,GenVar,microbe_from_Mike/HN/asv_001140.parRes,asv_001140,microbe_from_Mike,HN
0.082071,0.114035,hsq,microbe_from_Mike/HN/asv_001140.parRes,asv_001140,microbe_from_Mike,HN
4.6e-5,9e-6,Pi,microbe_from_Mike/HN/asv_001141.parRes,asv_001141,microbe_from_Mike,HN
37.229176,4.360259,NnzSnp,microbe_from_Mike/HN/asv_001141.parRes,asv_001141,microbe_from_Mike,HN
1e-6,1e-6,SigmaSq,microbe_from_Mike/HN/asv_001141.parRes,asv_001141,microbe_from_Mike,HN
-1.916717,0.232874,S,microbe_from_Mike/HN/asv_001141.parRes,asv_001141,microbe_from_Mike,HN
1.7e-5,4e-6,ResVar,microbe_from_Mike/HN/asv_001141.parRes,asv_001141,microbe_from_Mike,HN
4.63e-4,1.3e-5,GenVar,microbe_from_Mike/HN/asv_001141.parRes,asv_001141,microbe_from_Mike,HN
0.96442,0.008904,hsq,microbe_from_Mike/HN/asv_001141.parRes,asv_001141,microbe_from_Mike,HN
8.59e-4,8.01e-4,Pi,microbe_from_Mike/HN/asv_001167.parRes,asv_001167,microbe_from_Mike,HN
715.954773,668.258057,NnzSnp,microbe_from_Mike/HN/asv_001167.parRes,asv_001167,microbe_from_Mike,HN
1e-6,2e-6,SigmaSq,microbe_from_Mike/HN/asv_001167.parRes,asv_001167,microbe_from_Mike,HN
-0.290691,0.862078,S,microbe_from_Mike/HN/asv_001167.parRes,asv_001167,microbe_from_Mike,HN
6.14e-4,2.12e-4,ResVar,microbe_from_Mike/HN/asv_001167.parRes,asv_001167,microbe_from_Mike,HN
2.37e-4,2.06e-4,GenVar,microbe_from_Mike/HN/asv_001167.parRes,asv_001167,microbe_from_Mike,HN
0.278128,0.238349,hsq,microbe_from_Mike/HN/asv_001167.parRes,asv_001167,microbe_from_Mike,HN
8.91e-4,8.18e-4,Pi,microbe_from_Mike/HN/asv_001169.parRes,asv_001169,microbe_from_Mike,HN
742.612793,682.261719,NnzSnp,microbe_from_Mike/HN/asv_001169.parRes,asv_001169,microbe_from_Mike,HN
3.1e-5,4.9e-5,SigmaSq,microbe_from_Mike/HN/asv_001169.parRes,asv_001169,microbe_from_Mike,HN
-0.172611,0.829579,S,microbe_from_Mike/HN/asv_001169.parRes,asv_001169,microbe_from_Mike,HN
0.024098,0.006529,ResVar,microbe_from_Mike/HN/asv_001169.parRes,asv_001169,microbe_from_Mike,HN
0.006357,0.00617,GenVar,microbe_from_Mike/HN/asv_001169.parRes,asv_001169,microbe_from_Mike,HN
0.20833,0.199509,hsq,microbe_from_Mike/HN/asv_001169.parRes,asv_001169,microbe_from_Mike,HN
0.001029,8.03e-4,Pi,microbe_from_Mike/HN/asv_001204.parRes,asv_001204,microbe_from_Mike,HN
857.73822,670.529724,NnzSnp,microbe_from_Mike/HN/asv_001204.parRes,asv_001204,microbe_from_Mike,HN
0,0,SigmaSq,microbe_from_Mike/HN/asv_001204.parRes,asv_001204,microbe_from_Mike,HN
-0.304552,0.6634,S,microbe_from_Mike/HN/asv_001204.parRes,asv_001204,microbe_from_Mike,HN
1.62e-4,5.8e-5,ResVar,microbe_from_Mike/HN/asv_001204.parRes,asv_001204,microbe_from_Mike,HN
7.3e-5,5.7e-5,GenVar,microbe_from_Mike/HN/asv_001204.parRes,asv_001204,microbe_from_Mike,HN
0.310995,0.23681,hsq,microbe_from_Mike/HN/asv_001204.parRes,asv_001204,microbe_from_Mike,HN
7.08e-4,7.14e-4,Pi,microbe_from_Mike/HN/asv_001207.parRes,asv_001207,microbe_from_Mike,HN
590.032898,596.31842,NnzSnp,microbe_from_Mike/HN/asv_001207.parRes,asv_001207,microbe_from_Mike,HN
1e-6,1e-6,SigmaSq,microbe_from_Mike/HN/asv_001207.parRes,asv_001207,microbe_from_Mike,HN
0.303209,0.820361,S,microbe_from_Mike/HN/asv_001207.parRes,asv_001207,microbe_from_Mike,HN
7.59e-4,1.13e-4,ResVar,microbe_from_Mike/HN/asv_001207.parRes,asv_001207,microbe_from_Mike,HN
5.1e-5,8.4e-5,GenVar,microbe_from_Mike/HN/asv_001207.parRes,asv_001207,microbe_from_Mike,HN
0.062836,0.102765,hsq,microbe_from_Mike/HN/asv_001207.parRes,asv_001207,microbe_from_Mike,HN
5.53e-4,5.95e-4,Pi,microbe_from_Mike/HN/asv_001232.parRes,asv_001232,microbe_from_Mike,HN
460.744354,496.352661,NnzSnp,microbe_from_Mike/HN/asv_001232.parRes,asv_001232,microbe_from_Mike,HN
4e-6,5e-6,SigmaSq,microbe_from_Mike/HN/asv_001232.parRes,asv_001232,microbe_from_Mike,HN
0.186025,0.879388,S,microbe_from_Mike/HN/asv_001232.parRes,asv_001232,microbe_from_Mike,HN
